"","count","X","name","unicode","bytes","emojiid","rencoding","dens","dens_sm"
"591",3,448,"turtle","U+1F422","\xF0\x9F\x90\xA2",448,"<ed><a0><bd><ed><b0><a2>",0,2.20206597830084e-06
"592",3,493,"womans hat","U+1F452","\xF0\x9F\x91\x92",493,"<ed><a0><bd><ed><b1><92>",0,2.20206597830084e-06
"593",3,508,"womans sandal","U+1F461","\xF0\x9F\x91\xA1",508,"<ed><a0><bd><ed><b1><a1>",0,2.20206597830084e-06
"594",3,580,"speech balloon","U+1F4AC","\xF0\x9F\x92\xAC",580,"<ed><a0><bd><ed><b2><ac>",0,2.20206597830084e-06
"595",3,607,"bar chart","U+1F4CA","\xF0\x9F\x93\x8A",607,"<ed><a0><bd><ed><b3><8a>",0,2.20206597830084e-06
"596",3,615,"ledger","U+1F4D2","\xF0\x9F\x93\x92",615,"<ed><a0><bd><ed><b3><92>",0,2.20206597830084e-06
"597",3,628,"pager","U+1F4DF","\xF0\x9F\x93\x9F",628,"<ed><a0><bd><ed><b3><9f>",0,2.20206597830084e-06
"598",3,647,"antenna with bars","U+1F4F6","\xF0\x9F\x93\xB6",647,"<ed><a0><bd><ed><b3><b6>",0,2.20206597830084e-06
"599",3,665,"bookmark","U+1F516","\xF0\x9F\x94\x96",665,"<ed><a0><bd><ed><b4><96>",0,2.20206597830084e-06
"600",3,667,"radio button","U+1F518","\xF0\x9F\x94\x98",667,"<ed><a0><bd><ed><b4><98>",0,2.20206597830084e-06
"601",3,690,"trident emblem","U+1F531","\xF0\x9F\x94\xB1",690,"<ed><a0><bd><ed><b4><b1>",0,2.20206597830084e-06
"602",3,695,"large orange diamond","U+1F536","\xF0\x9F\x94\xB6",695,"<ed><a0><bd><ed><b4><b6>",0,2.20206597830084e-06
"603",3,789,"horse racing","U+1F3C7","\xF0\x9F\x8F\x87",789,"<ed><a0><bc><ed><bf><87>",0,2.20206597830084e-06
"604",3,796,"cow","U+1F404","\xF0\x9F\x90\x84",796,"<ed><a0><bd><ed><b0><84>",0,2.20206597830084e-06
"605",3,821,"clockwise rightwards and leftwards open circle arrows","U+1F501","\xF0\x9F\x94\x81",821,"<ed><a0><bd><ed><b4><81>",0,2.20206597830084e-06
"606",3,827,"speaker with one sound wave","U+1F509","\xF0\x9F\x94\x89",827,"<ed><a0><bd><ed><b4><89>",0,2.20206597830084e-06
"607",2,84,"heavy division sign","U+2797","\xE2\x9E\x97",84,"<e2><9e><97>",0,1.65154948372563e-06
"608",2,96,"fire engine","U+1F692","\xF0\x9F\x9A\x92",96,"<ed><a0><bd><ed><ba><92>",0,1.65154948372563e-06
"609",2,130,"squared id","U+1F194","\xF0\x9F\x86\x94",130,"<ed><a0><bc><ed><b6><94>",0,1.65154948372563e-06
"610",2,215,"leo","U+264C","\xE2\x99\x8C",215,"<e2><99><8c>",0,1.65154948372563e-06
"611",2,218,"scorpius","U+264F","\xE2\x99\x8F",218,"<e2><99><8f>",0,1.65154948372563e-06
"612",2,224,"black club suit","U+2663","\xE2\x99\xA3",224,"<e2><99><a3>",0,1.65154948372563e-06
"613",2,242,"fountain","U+26F2","\xE2\x9B\xB2",242,"<e2><9b><b2>",0,1.65154948372563e-06
"614",2,252,"black large square","U+2B1B","\xE2\xAC\x9B",252,"<e2><ac><9b>",0,1.65154948372563e-06
"615",2,264,"closed umbrella","U+1F302","\xF0\x9F\x8C\x82",264,"<ed><a0><bc><ed><bc><82>",0,1.65154948372563e-06
"616",2,279,"full moon symbol","U+1F315","\xF0\x9F\x8C\x95",279,"<ed><a0><bc><ed><bc><95>",0,1.65154948372563e-06
"617",2,305,"melon","U+1F348","\xF0\x9F\x8D\x88",305,"<ed><a0><bc><ed><bd><88>",0,1.65154948372563e-06
"618",2,330,"sushi","U+1F363","\xF0\x9F\x8D\xA3",330,"<ed><a0><bc><ed><bd><a3>",0,1.65154948372563e-06
"619",2,369,"japanese dolls","U+1F38E","\xF0\x9F\x8E\x8E",369,"<ed><a0><bc><ed><be><8e>",0,1.65154948372563e-06
"620",2,377,"roller coaster","U+1F3A2","\xF0\x9F\x8E\xA2",377,"<ed><a0><bc><ed><be><a2>",0,1.65154948372563e-06
"621",2,386,"ticket","U+1F3AB","\xF0\x9F\x8E\xAB",386,"<ed><a0><bc><ed><be><ab>",0,1.65154948372563e-06
"622",2,418,"japanese post office","U+1F3E3","\xF0\x9F\x8F\xA3",418,"<ed><a0><bc><ed><bf><a3>",0,1.65154948372563e-06
"623",2,427,"factory","U+1F3ED","\xF0\x9F\x8F\xAD",427,"<ed><a0><bc><ed><bf><ad>",0,1.65154948372563e-06
"624",2,447,"blowfish","U+1F421","\xF0\x9F\x90\xA1",447,"<ed><a0><bd><ed><b0><a1>",0,1.65154948372563e-06
"625",2,499,"kimono","U+1F458","\xF0\x9F\x91\x98",499,"<ed><a0><bd><ed><b1><98>",0,1.65154948372563e-06
"626",2,544,"barber pole","U+1F488","\xF0\x9F\x92\x88",544,"<ed><a0><bd><ed><b2><88>",0,1.65154948372563e-06
"627",2,584,"currency exchange","U+1F4B1","\xF0\x9F\x92\xB1",584,"<ed><a0><bd><ed><b2><b1>",0,1.65154948372563e-06
"628",2,586,"credit card","U+1F4B3","\xF0\x9F\x92\xB3",586,"<ed><a0><bd><ed><b2><b3>",0,1.65154948372563e-06
"629",2,587,"banknote with yen sign","U+1F4B4","\xF0\x9F\x92\xB4",587,"<ed><a0><bd><ed><b2><b4>",0,1.65154948372563e-06
"630",2,602,"calendar","U+1F4C5","\xF0\x9F\x93\x85",602,"<ed><a0><bd><ed><b3><85>",0,1.65154948372563e-06
"631",2,620,"green book","U+1F4D7","\xF0\x9F\x93\x97",620,"<ed><a0><bd><ed><b3><97>",0,1.65154948372563e-06
"632",2,621,"blue book","U+1F4D8","\xF0\x9F\x93\x98",621,"<ed><a0><bd><ed><b3><98>",0,1.65154948372563e-06
"633",2,635,"package","U+1F4E6","\xF0\x9F\x93\xA6",635,"<ed><a0><bd><ed><b3><a6>",0,1.65154948372563e-06
"634",2,666,"link symbol","U+1F517","\xF0\x9F\x94\x97",666,"<ed><a0><bd><ed><b4><97>",0,1.65154948372563e-06
"635",2,673,"no one under eighteen symbol","U+1F51E","\xF0\x9F\x94\x9E",673,"<ed><a0><bd><ed><b4><9e>",0,1.65154948372563e-06
"636",2,701,"up-pointing small red triangle","U+1F53C","\xF0\x9F\x94\xBC",701,"<ed><a0><bd><ed><b4><bc>",0,1.65154948372563e-06
"637",2,716,"tokyo tower","U+1F5FC","\xF0\x9F\x97\xBC",716,"<ed><a0><bd><ed><b7><bc>",0,1.65154948372563e-06
"638",2,747,"oncoming taxi","U+1F696","\xF0\x9F\x9A\x96",747,"<ed><a0><bd><ed><ba><96>",0,1.65154948372563e-06
"639",2,750,"tractor","U+1F69C","\xF0\x9F\x9A\x9C",750,"<ed><a0><bd><ed><ba><9c>",0,1.65154948372563e-06
"640",2,761,"non-potable water symbol","U+1F6B1","\xF0\x9F\x9A\xB1",761,"<ed><a0><bd><ed><ba><b1>",0,1.65154948372563e-06
"641",2,767,"shower","U+1F6BF","\xF0\x9F\x9A\xBF",767,"<ed><a0><bd><ed><ba><bf>",0,1.65154948372563e-06
"642",2,781,"last quarter moon with face","U+1F31C","\xF0\x9F\x8C\x9C",781,"<ed><a0><bc><ed><bc><9c>",0,1.65154948372563e-06
"643",2,791,"european post office","U+1F3E4","\xF0\x9F\x8F\xA4",791,"<ed><a0><bc><ed><bf><a4>",0,1.65154948372563e-06
"644",2,797,"tiger","U+1F405","\xF0\x9F\x90\x85",797,"<ed><a0><bd><ed><b0><85>",0,1.65154948372563e-06
"645",2,814,"banknote with euro sign","U+1F4B6","\xF0\x9F\x92\xB6",814,"<ed><a0><bd><ed><b2><b6>",0,1.65154948372563e-06
"646",2,815,"banknote with pound sign","U+1F4B7","\xF0\x9F\x92\xB7",815,"<ed><a0><bd><ed><b2><b7>",0,1.65154948372563e-06
"647",2,825,"high brightness symbol","U+1F506","\xF0\x9F\x94\x86",825,"<ed><a0><bd><ed><b4><86>",0,1.65154948372563e-06
"648",2,830,"telescope","U+1F52D","\xF0\x9F\x94\xAD",830,"<ed><a0><bd><ed><b4><ad>",0,1.65154948372563e-06
"649",1,74,"sparkle","U+2747","\xE2\x9D\x87",74,"<e2><9d><87>",0,1.10103298915042e-06
"650",1,86,"curly loop","U+27B0","\xE2\x9E\xB0",86,"<e2><9e><b0>",0,1.10103298915042e-06
"651",1,93,"bus","U+1F68C","\xF0\x9F\x9A\x8C",93,"<ed><a0><bd><ed><ba><8c>",0,1.10103298915042e-06
"652",1,116,"restroom","U+1F6BB","\xF0\x9F\x9A\xBB",116,"<ed><a0><bd><ed><ba><bb>",0,1.10103298915042e-06
"653",1,120,"bath","U+1F6C0","\xF0\x9F\x9B\x80",120,"<ed><a0><bd><ed><bb><80>",0,1.10103298915042e-06
"654",1,136,"squared vs","U+1F19A","\xF0\x9F\x86\x9A",136,"<ed><a0><bc><ed><b6><9a>",0,1.10103298915042e-06
"655",1,150,"squared cjk unified ideograph-6307","U+1F22F","\xF0\x9F\x88\xAF",150,"<ed><a0><bc><ed><b8><af>",0,1.10103298915042e-06
"656",1,151,"squared cjk unified ideograph-7981","U+1F232","\xF0\x9F\x88\xB2",151,"<ed><a0><bc><ed><b8><b2>",0,1.10103298915042e-06
"657",1,159,"squared cjk unified ideograph-55b6","U+1F23A","\xF0\x9F\x88\xBA",159,"<ed><a0><bc><ed><b8><ba>",0,1.10103298915042e-06
"658",1,160,"circled ideograph advantage","U+1F250","\xF0\x9F\x89\x90",160,"<ed><a0><bc><ed><b9><90>",0,1.10103298915042e-06
"659",1,180,"up down arrow","U+2195","\xE2\x86\x95",180,"<e2><86><95>",0,1.10103298915042e-06
"660",1,183,"south east arrow","U+2198","\xE2\x86\x98",183,"<e2><86><98>",0,1.10103298915042e-06
"661",1,191,"black up-pointing double triangle","U+23EB","\xE2\x8F\xAB",191,"<e2><8f><ab>",0,1.10103298915042e-06
"662",1,211,"aries","U+2648","\xE2\x99\x88",211,"<e2><99><88>",0,1.10103298915042e-06
"663",1,212,"taurus","U+2649","\xE2\x99\x89",212,"<e2><99><89>",0,1.10103298915042e-06
"664",1,214,"cancer","U+264B","\xE2\x99\x8B",214,"<e2><99><8b>",0,1.10103298915042e-06
"665",1,217,"libra","U+264E","\xE2\x99\x8E",217,"<e2><99><8e>",0,1.10103298915042e-06
"666",1,219,"sagittarius","U+2650","\xE2\x99\x90",219,"<e2><99><90>",0,1.10103298915042e-06
"667",1,220,"capricorn","U+2651","\xE2\x99\x91",220,"<e2><99><91>",0,1.10103298915042e-06
"668",1,221,"aquarius","U+2652","\xE2\x99\x92",221,"<e2><99><92>",0,1.10103298915042e-06
"669",1,238,"sun behind cloud","U+26C5","\xE2\x9B\x85",238,"<e2><9b><85>",0,1.10103298915042e-06
"670",1,253,"white large square","U+2B1C","\xE2\xAC\x9C",253,"<e2><ac><9c>",0,1.10103298915042e-06
"671",1,259,"circled ideograph secret","U+3299","\xE3\x8A\x99",259,"<e3><8a><99>",0,1.10103298915042e-06
"672",1,278,"waxing gibbous moon symbol","U+1F314","\xF0\x9F\x8C\x94",278,"<ed><a0><bc><ed><bc><94>",0,1.10103298915042e-06
"673",1,317,"meat on bone","U+1F356","\xF0\x9F\x8D\x96",317,"<ed><a0><bc><ed><bd><96>",0,1.10103298915042e-06
"674",1,322,"curry and rice","U+1F35B","\xF0\x9F\x8D\x9B",322,"<ed><a0><bc><ed><bd><9b>",0,1.10103298915042e-06
"675",1,339,"candy","U+1F36C","\xF0\x9F\x8D\xAC",339,"<ed><a0><bc><ed><bd><ac>",0,1.10103298915042e-06
"676",1,341,"custard","U+1F36E","\xF0\x9F\x8D\xAE",341,"<ed><a0><bc><ed><bd><ae>",0,1.10103298915042e-06
"677",1,345,"pot of food","U+1F372","\xF0\x9F\x8D\xB2",345,"<ed><a0><bc><ed><bd><b2>",0,1.10103298915042e-06
"678",1,366,"tanabata tree","U+1F38B","\xF0\x9F\x8E\x8B",366,"<ed><a0><bc><ed><be><8b>",0,1.10103298915042e-06
"679",1,394,"bowling","U+1F3B3","\xF0\x9F\x8E\xB3",394,"<ed><a0><bc><ed><be><b3>",0,1.10103298915042e-06
"680",1,404,"running shirt with sash","U+1F3BD","\xF0\x9F\x8E\xBD",404,"<ed><a0><bc><ed><be><bd>",0,1.10103298915042e-06
"681",1,424,"convenience store","U+1F3EA","\xF0\x9F\x8F\xAA",424,"<ed><a0><bc><ed><bf><aa>",0,1.10103298915042e-06
"682",1,426,"department store","U+1F3EC","\xF0\x9F\x8F\xAC",426,"<ed><a0><bc><ed><bf><ac>",0,1.10103298915042e-06
"683",1,428,"izakaya lantern","U+1F3EE","\xF0\x9F\x8F\xAE",428,"<ed><a0><bc><ed><bf><ae>",0,1.10103298915042e-06
"684",1,429,"japanese castle","U+1F3EF","\xF0\x9F\x8F\xAF",429,"<ed><a0><bc><ed><bf><af>",0,1.10103298915042e-06
"685",1,440,"spiral shell","U+1F41A","\xF0\x9F\x90\x9A",440,"<ed><a0><bd><ed><b0><9a>",0,1.10103298915042e-06
"686",1,454,"koala","U+1F428","\xF0\x9F\x90\xA8",454,"<ed><a0><bd><ed><b0><a8>",0,1.10103298915042e-06
"687",1,502,"purse","U+1F45B","\xF0\x9F\x91\x9B",502,"<ed><a0><bd><ed><b1><9b>",0,1.10103298915042e-06
"688",1,504,"pouch","U+1F45D","\xF0\x9F\x91\x9D",504,"<ed><a0><bd><ed><b1><9d>",0,1.10103298915042e-06
"689",1,595,"floppy disk","U+1F4BE","\xF0\x9F\x92\xBE",595,"<ed><a0><bd><ed><b2><be>",0,1.10103298915042e-06
"690",1,597,"dvd","U+1F4C0","\xF0\x9F\x93\x80",597,"<ed><a0><bd><ed><b3><80>",0,1.10103298915042e-06
"691",1,608,"clipboard","U+1F4CB","\xF0\x9F\x93\x8B",608,"<ed><a0><bd><ed><b3><8b>",0,1.10103298915042e-06
"692",1,613,"triangular ruler","U+1F4D0","\xF0\x9F\x93\x90",613,"<ed><a0><bd><ed><b3><90>",0,1.10103298915042e-06
"693",1,614,"bookmark tabs","U+1F4D1","\xF0\x9F\x93\x91",614,"<ed><a0><bd><ed><b3><91>",0,1.10103298915042e-06
"694",1,622,"orange book","U+1F4D9","\xF0\x9F\x93\x99",622,"<ed><a0><bd><ed><b3><99>",0,1.10103298915042e-06
"695",1,624,"name badge","U+1F4DB","\xF0\x9F\x93\x9B",624,"<ed><a0><bd><ed><b3><9b>",0,1.10103298915042e-06
"696",1,633,"outbox tray","U+1F4E4","\xF0\x9F\x93\xA4",633,"<ed><a0><bd><ed><b3><a4>",0,1.10103298915042e-06
"697",1,645,"vibration mode","U+1F4F3","\xF0\x9F\x93\xB3",645,"<ed><a0><bd><ed><b3><b3>",0,1.10103298915042e-06
"698",1,674,"keycap ten","U+1F51F","\xF0\x9F\x94\x9F",674,"<ed><a0><bd><ed><b4><9f>",0,1.10103298915042e-06
"699",1,677,"input symbol for numbers","U+1F522","\xF0\x9F\x94\xA2",677,"<ed><a0><bd><ed><b4><a2>",0,1.10103298915042e-06
"700",1,703,"clock face one oclock","U+1F550","\xF0\x9F\x95\x90",703,"<ed><a0><bd><ed><b5><90>",0,1.10103298915042e-06
"701",1,704,"clock face two oclock","U+1F551","\xF0\x9F\x95\x91",704,"<ed><a0><bd><ed><b5><91>",0,1.10103298915042e-06
"702",1,705,"clock face three oclock","U+1F552","\xF0\x9F\x95\x92",705,"<ed><a0><bd><ed><b5><92>",0,1.10103298915042e-06
"703",1,708,"clock face six oclock","U+1F555","\xF0\x9F\x95\x95",708,"<ed><a0><bd><ed><b5><95>",0,1.10103298915042e-06
"704",1,713,"clock face eleven oclock","U+1F55A","\xF0\x9F\x95\x9A",713,"<ed><a0><bd><ed><b5><9a>",0,1.10103298915042e-06
"705",1,718,"silhouette of japan","U+1F5FE","\xF0\x9F\x97\xBE",718,"<ed><a0><bd><ed><b7><be>",0,1.10103298915042e-06
"706",1,749,"articulated lorry","U+1F69B","\xF0\x9F\x9A\x9B",749,"<ed><a0><bd><ed><ba><9b>",0,1.10103298915042e-06
"707",1,759,"do not litter symbol","U+1F6AF","\xF0\x9F\x9A\xAF",759,"<ed><a0><bd><ed><ba><af>",0,1.10103298915042e-06
"708",1,763,"bicyclist","U+1F6B4","\xF0\x9F\x9A\xB4",763,"<ed><a0><bd><ed><ba><b4>",0,1.10103298915042e-06
"709",1,764,"mountain bicyclist","U+1F6B5","\xF0\x9F\x9A\xB5",764,"<ed><a0><bd><ed><ba><b5>",0,1.10103298915042e-06
"710",1,771,"baggage claim","U+1F6C4","\xF0\x9F\x9B\x84",771,"<ed><a0><bd><ed><bb><84>",0,1.10103298915042e-06
"711",1,793,"mouse","U+1F401","\xF0\x9F\x90\x81",793,"<ed><a0><bd><ed><b0><81>",0,1.10103298915042e-06
"712",1,819,"no mobile phones","U+1F4F5","\xF0\x9F\x93\xB5",819,"<ed><a0><bd><ed><b3><b5>",0,1.10103298915042e-06
"713",1,823,"anticlockwise downwards and upwards open circle arrows","U+1F504","\xF0\x9F\x94\x84",823,"<ed><a0><bd><ed><b4><84>",0,1.10103298915042e-06
"714",1,831,"clock face one-thirty","U+1F55C","\xF0\x9F\x95\x9C",831,"<ed><a0><bd><ed><b5><9c>",0,1.10103298915042e-06
"715",1,833,"clock face three-thirty","U+1F55E","\xF0\x9F\x95\x9E",833,"<ed><a0><bd><ed><b5><9e>",0,1.10103298915042e-06
"716",1,834,"clock face four-thirty","U+1F55F","\xF0\x9F\x95\x9F",834,"<ed><a0><bd><ed><b5><9f>",0,1.10103298915042e-06
"717",1,839,"clock face nine-thirty","U+1F564","\xF0\x9F\x95\xA4",839,"<ed><a0><bd><ed><b5><a4>",0,1.10103298915042e-06
